frame_id,worker_id,x,y,vx,vy,vehicle_v,vehicle_dir
36,1,14.0,-0.3,0.0,0.0,2.0,0.0
37,0,5.779999999999999,0.4,-0.6,0.0,2.0,0.0
37,1,14.0,-0.3,0.0,0.0,2.0,0.0
38,0,5.72,0.4,-0.6,0.0,2.0,0.0
38,1,14.0,-0.3,0.0,0.0,2.0,0.0
39,0,5.66,0.4,-0.6,0.0,2.0,0.0
39,1,14.0,-0.3,0.0,0.0,2.0,0.0
40,0,5.6,0.4,-0.6,0.0,2.0,0.0
40,1,14.0,-0.3,0.0,0.0,2.0,0.0
41,0,5.54,0.4,-0.6,0.0,2.0,0.0
41,1,14.0,-0.3,0.0,0.0,2.0,0.0
42,0,5.48,0.4,-0.6,0.0,2.0,0.0
42,1,14.0,-0.3,0.0,0.0,2.0,0.0
43,0,5.42,0.4,-0.6,0.0,2.0,0.0
43,1,14.0,-0.3,0.0,0.0,2.0,0.0
44,0,5.359999999999999,0.4,-0.6,0.0,2.0,0.0
44,1,14.0,-0.3,0.0,0.0,2.0,0.0
45,0,5.3,0.4,-0.6,0.0,2.0,0.0
45,1,14.0,-0.3,0.0,0.0,2.0,0.0
46,0,5.24,0.4,-0.6,0.0,2.0,0.0
46,1,14.0,-0.3,0.0,0.0,2.0,0.0
47,0,5.18,0.4,-0.6,0.0,2.0,0.0
47,1,14.0,-0.3,0.0,0.0,2.0,0.0
48,0,5.12,0.4,-0.6,0.0,2.0,0.0
48,1,14.0,-0.3,0.0,0.0,2.0,0.0
49,0,5.0600000000000005,0.4,-0.6,0.0,2.0,0.0
49,1,14.0,-0.3,0.0,0.0,2.0,0.0
50,0,5.0,0.4,-0.6,0.0,2.0,0.0
50,1,14.0,-0.3,0.0,0.0,2.0,0.0
51,0,4.9399999999999995,0.4,-0.6,0.0,2.0,0.0
51,1,14.0,-0.3,0.0,0.0,2.0,0.0
52,0,4.88,0.4,-0.6,0.0,2.0,0.0
52,1,14.0,-0.3,0.0,0.0,2.0,0.0
53,0,4.82,0.4,-0.6,0.0,2.0,0.0
53,1,14.0,-0.3,0.0,0.0,2.0,0.0
54,0,4.76,0.4,-0.6,0.0,2.0,0.0
54,1,14.0,-0.3,0.0,0.0,2.0,0.0
55,0,4.699999999999999,0.4,-0.6,0.0,2.0,0.0
55,1,14.0,-0.3,0.0,0.0,2.0,0.0
56,0,4.64,0.4,-0.6,0.0,2.0,0.0
56,1,14.0,-0.3,0.0,0.0,2.0,0.0
57,0,4.58,0.4,-0.6,0.0,2.0,0.0
57,1,14.0,-0.3,0.0,0.0,2.0,0.0
58,0,4.52,0.4,-0.6,0.0,2.0,0.0
58,1,14.0,-0.3,0.0,0.0,2.0,0.0
59,0,4.46,0.4,-0.6,0.0,2.0,0.0
59,1,14.0,-0.3,0.0,0.0,2.0,0.0
60,0,4.4,0.4,-0.6,0.0,2.0,0.0
60,1,14.0,-0.3,0.0,0.0,2.0,0.0
61,0,4.34,0.4,-0.6,0.0,2.0,0.0
61,1,14.0,-0.3,0.0,0.0,2.0,0.0
62,0,4.28,0.4,-0.6,0.0,2.0,0.0
62,1,14.0,-0.3,0.0,0.0,2.0,0.0
63,0,4.220000000000001,0.4,-0.6,0.0,2.0,0.0
63,1,14.0,-0.3,0.0,0.0,2.0,0.0
64,0,4.16,0.4,-0.6,0.0,2.0,0.0
64,1,14.0,-0.3,0.0,0.0,2.0,0.0
65,0,4.1,0.4,-0.6,0.0,2.0,0.0
65,1,14.0,-0.3,0.0,0.0,2.0,0.0
66,0,4.039999999999999,0.4,-0.6,0.0,2.0,0.0
66,1,14.0,-0.3,0.0,0.0,2.0,0.0
67,0,3.9800000000000004,0.4,-0.6,0.0,2.0,0.0
67,1,14.0,-0.3,0.0,0.0,2.0,0.0
68,0,3.92,0.4,-0.6,0.0,2.0,0.0
68,1,14.0,-0.3,0.0,0.0,2.0,0.0
69,0,3.8600000000000003,0.4,-0.6,0.0,2.0,0.0
69,1,14.0,-0.3,0.0,0.0,2.0,0.0
70,0,3.8,0.4,-0.6,0.0,2.0,0.0
70,1,14.0,-0.3,0.0,0.0,2.0,0.0
71,0,3.7399999999999993,0.4,-0.6,0.0,2.0,0.0
71,1,14.0,-0.3,0.0,0.0,2.0,0.0
72,0,3.6800000000000006,0.4,-0.6,0.0,2.0,0.0
72,1,14.0,-0.3,0.0,0.0,2.0,0.0
73,0,3.62,0.4,-0.6,0.0,2.0,0.0
73,1,14.0,-0.3,0.0,0.0,2.0,0.0
74,0,3.5599999999999996,0.4,-0.6,0.0,2.0,0.0
74,1,14.0,-0.3,0.0,0.0,2.0,0.0
75,0,3.5,0.4,-0.6,0.0,2.0,0.0
75,1,14.0,-0.3,0.0,0.0,2.0,0.0
76,0,3.4399999999999995,0.4,-0.6,0.0,2.0,0.0
76,1,14.0,-0.3,0.0,0.0,2.0,0.0
77,0,3.38,0.4,-0.6,0.0,2.0,0.0
77,1,14.0,-0.3,0.0,0.0,2.0,0.0
78,0,3.3200000000000003,0.4,-0.6,0.0,2.0,0.0
78,1,14.0,-0.3,0.0,0.0,2.0,0.0
79,0,3.26,0.4,-0.6,0.0,2.0,0.0
79,1,14.0,-0.3,0.0,0.0,2.0,0.0
80,0,3.1999999999999993,0.4,-0.6,0.0,2.0,0.0
80,1,14.0,-0.3,0.0,0.0,2.0,0.0
81,0,3.1399999999999997,0.4,-0.6,0.0,2.0,0.0
81,1,14.0,-0.3,0.0,0.0,2.0,0.0
82,0,3.08,0.4,-0.6,0.0,2.0,0.0
82,1,14.0,-0.3,0.0,0.0,2.0,0.0
83,0,3.0199999999999996,0.4,-0.6,0.0,2.0,0.0
83,1,14.0,-0.3,0.0,0.0,2.0,0.0
84,0,2.96,0.4,-0.6,0.0,2.0,0.0
84,1,14.0,-0.3,0.0,0.0,2.0,0.0
85,0,2.8999999999999995,0.4,-0.6,0.0,2.0,0.0
85,1,14.0,-0.3,0.0,0.0,2.0,0.0
86,0,2.84,0.4,-0.6,0.0,2.0,0.0
86,1,14.0,-0.3,0.0,0.0,2.0,0.0
87,0,2.7800000000000002,0.4,-0.6,0.0,2.0,0.0
87,1,14.0,-0.3,0.0,0.0,2.0,0.0
88,0,2.7199999999999998,0.4,-0.6,0.0,2.0,0.0
88,1,14.0,-0.3,0.0,0.0,2.0,0.0
89,0,2.66,0.4,-0.6,0.0,2.0,0.0
89,1,14.0,-0.3,0.0,0.0,2.0,0.0
90,0,2.5999999999999996,0.4,-0.6,0.0,2.0,0.0
90,1,14.0,-0.3,0.0,0.0,2.0,0.0
91,0,2.539999999999999,0.4,-0.6,0.0,2.0,0.0
91,1,14.0,-0.3,0.0,0.0,2.0,0.0
92,0,2.4800000000000004,0.4,-0.6,0.0,2.0,0.0
92,1,14.0,-0.3,0.0,0.0,2.0,0.0
93,0,2.42,0.4,-0.6,0.0,2.0,0.0
93,1,14.0,-0.3,0.0,0.0,2.0,0.0
94,0,2.3599999999999994,0.4,-0.6,0.0,2.0,0.0
94,1,14.0,-0.3,0.0,0.0,2.0,0.0
95,0,2.3,0.4,-0.6,0.0,2.0,0.0
95,1,14.0,-0.3,0.0,0.0,2.0,0.0
96,0,2.24,0.4,-0.6,0.0,2.0,0.0
96,1,14.0,-0.3,0.0,0.0,2.0,0.0
97,0,2.1799999999999997,0.4,-0.6,0.0,2.0,0.0
97,1,14.0,-0.3,0.0,0.0,2.0,0.0
98,0,2.12,0.4,-0.6,0.0,2.0,0.0
98,1,14.0,-0.3,0.0,0.0,2.0,0.0
99,0,2.0599999999999996,0.4,-0.6,0.0,2.0,0.0
99,1,14.0,-0.3,0.0,0.0,2.0,0.0
